complex-name,gb-complex-etot,gb-complex-eelec,gb-complex-egb,gb-complex-esurf,gb-protein-etot,gb-protein-eelect,gb-protein-egb,gb-protein-esurf,gb-ligand-etot,gb-ligand-eelec,gb-ligand-egb,gb-ligand-esurf,pb-complex-etot,pb-complex-vdwaals,pb-complex-eelect,pb-complex-epb,pb-complex-ecavity,pb-protein-etot,pb-protein-vdwaals,pb-protein-eelec,pb-protein-epb,pb-protein-ecavity,pb-ligand-etot,pb-ligand-vdwaals,pb-ligand-eelec,pb-ligand-epb,pb-ligand-ecavity,ddg
1xff,-20982.3966,-32635.6082,-4437.9206,92.6824,-20895.6491,-32334.7493,-4498.7151,92.9591,-70.6625,-162.2712,-63.6484,1.6636,-41652.9529,-4722.1423,-32635.6082,-4387.8848,92.6824,-41375.7239,-4686.6314,-32334.7493,-4447.3023,92.9591,-226.4514,-1.818,-162.2712,-64.0258,1.6636,-0.943664357
1xge,-27996.9628,-44340.6529,-7991.269,125.9892,-27792.4752,-44313.578,-7829.0003,126.3784,-219.3849,-123.2518,-82.9267,1.5485,-58990.9887,-6903.3125,-44340.6529,-7873.0126,125.9892,-58823.6316,-6884.9031,-44313.578,-7751.529,126.3784,-202.2122,-1.2482,-123.2518,-79.2606,1.5485,
1xgi,-12522.6774,-26120.5474,-2758.0943,72.6285,-12363.7196,-25865.0291,-2863.015,73.1935,-182.7078,-102.3608,-74.9835,2.4317,-32379.0479,-3590.9018,-26120.5474,-2740.2271,72.6285,-32180.2401,-3552.4061,-25865.0291,-2835.9984,73.1935,-175.244,-2.8301,-102.3608,-72.4848,2.4317,-0.947387223
1xh4,-13144.1052,-24538.2298,-4148.647,78.0269,-13098.0545,-24201.0511,-4290.9378,79.5276,-69.8381,-123.8949,-100.524,4.2428,-31951.4692,-3385.7734,-24538.2298,-4105.4929,78.0269,-31655.9377,-3291.495,-24201.0511,-4242.9193,79.5276,-225.6657,-5.8548,-123.8949,-100.1587,4.2428,-1.206536999
1xh5,-13120.2009,-24398.7258,-4196.3767,78.0873,-13058.1999,-24143.5844,-4334.0453,79.4029,-107.2928,-66.4996,-102.3004,4.7198,-31914.9068,-3439.6761,-24398.7258,-4154.5922,78.0873,-31697.9558,-3344.3423,-24143.5844,-4289.432,79.4029,-173.0417,-9.2385,-66.4996,-102.0234,4.7198,-1.01956717
1xh9,-13123.1882,-25072.811,-4023.8996,77.5764,-13077.5867,-24748.6132,-4152.8332,78.9313,-69.7082,-123.1789,-101.8802,4.3333,-32433.9234,-3457.9371,-25072.811,-3980.7518,77.5764,-32138.0009,-3361.8787,-24748.6132,-4106.4403,78.9313,-226.8102,-6.971,-123.1789,-100.9936,4.3333,-1.230162099
1xhy,-18913.609,-37990.1401,-6964.8801,120.3682,-18852.4731,-37729.78,-7031.8031,121.0001,-42.3821,-124.887,-52.5144,2.0861,-48051.5462,-3315.0187,-37990.1401,-6866.7557,120.3682,-47818.8526,-3271.0596,-37729.78,-6939.013,121.0001,-177.9837,-2.4764,-124.887,-52.7064,2.0861,-1.092790963
1xjd,-10930.4408,-19891.5816,-4489.1975,71.6663,-10904.3699,-19872.9787,-4526.3005,72.8425,-46.9236,15.2796,-22.1899,3.3816,-27041.8043,-2818.2296,-19891.5816,-4403.6594,71.6663,-26991.0793,-2743.2324,-19872.9787,-4447.7107,72.8425,-12.9885,-8.6353,15.2796,-23.0144,3.3816,-1.34951059
1xk5,-8272.8907,-12456.0409,-2905.9887,50.8748,-7073.3223,-13372.7829,-2946.326,51.3099,-1273.7173,1024.1993,-145.9493,4.2452,-17247.8135,-1931.3033,-12456.0409,-2911.3441,50.8748,-18110.712,-1854.0597,-13372.7829,-2935.1793,51.3099,846.7826,-27.3815,1024.1993,-154.2805,4.2452,-1.075055682
1xk9,-8835.2473,-12666.2768,-2830.2105,52.0061,-8815.3024,-12458.238,-2985.7993,52.3498,-30.5809,10.9516,-77.0274,2.646,-17245.7761,-1805.4711,-12666.2768,-2826.0342,52.0061,-17151.8603,-1759.734,-12458.238,-2986.2381,52.3498,-65.884,-4.9089,10.9516,-74.5727,2.646,-1.154549191
1xka,-13161.9738,-21825.651,-4356.8853,80.2488,-13011.7047,-21835.524,-4322.7116,81.0533,-177.9358,74.1723,-130.5644,3.6203,-20025.2779,6046.6473,-21825.651,-4326.5231,80.2488,-19938.6778,6105.5716,-21835.524,-4289.7787,81.0533,-54.7069,-2.9855,74.1723,-129.5139,3.6203,-1.157171191
1xkk,-11388.7056,-19923.3564,-3469.1529,70.8911,-11123.4502,-20063.9878,-3474.8255,72.209,-314.0094,193.8235,-102.2382,4.6467,-26159.5024,-2866.0557,-19923.3564,-3440.9814,70.8911,-26217.8576,-2778.4379,-20063.9878,-3447.6409,72.209,95.0798,-7.1896,193.8235,-96.2009,4.6467,-1.285449805
1xow,-9409.3112,-16677.7066,-2418.5486,58.6331,-9357.1809,-16634.375,-2437.9711,59.3927,-50.3775,-12.3388,-13.1399,2.5629,-21552.4668,-2528.3464,-16677.7066,-2405.0469,58.6331,-21476.8866,-2472.034,-16634.375,-2429.8703,59.3927,-26.027,-1.7049,-12.3388,-14.5462,2.5629,-1.336716928
1xpz,-9307.6392,-19513.4586,-2661.3347,58.1186,-9173.6405,-19535.1312,-2695.8075,58.7499,-181.6965,41.1106,-36.3356,3.0413,-24618.1426,-2539.8297,-19513.4586,-2622.973,58.1186,-24633.742,-2501.0283,-19535.1312,-2656.3323,58.7499,5.8004,-3.9746,41.1106,-34.3768,3.0413,-1.174364345
1xq0,-9325.3512,-19486.7565,-2724.7701,59.0667,-9186.1863,-19498.228,-2749.9525,59.6193,-181.8465,28.7638,-38.4129,3.0686,-24644.7676,-2542.2796,-19486.7565,-2674.7982,59.0667,-24639.6322,-2499.9794,-19498.228,-2701.044,59.6193,-9.8883,-4.7974,28.7638,-36.9233,3.0686,-1.108127261
1xr9,-17349.1259,-26354.5131,-4668.4397,92.8112,-17373.042,-25385.4678,-4776.9588,95.1993,-13.2191,-807.7575,-99.4847,7.1927,-32198.9495,-1297.6566,-26354.5131,-4639.591,92.8112,-31194.5154,-1155.0117,-25385.4678,-4749.2352,95.1993,-922.4194,-22.255,-807.7575,-99.5996,7.1927,-1.180267414
1xt8,-9719.7916,-19810.779,-3012.182,58.7979,-9692.3412,-19481.7675,-3078.6037,58.8941,-9.7393,-200.8204,-45.5359,1.3817,-25118.6285,-2418.4785,-19810.779,-2948.1689,58.7979,-24819.9086,-2388.1483,-19481.7675,-3008.8869,58.8941,-243.5681,-0.6774,-200.8204,-43.4519,1.3817,-1.154549191
1xws,-11736.3167,-17192.8168,-4374.3682,63.8466,-11678.7065,-16880.2581,-4715.3506,65.1216,-89.0654,70.6604,-78.2743,3.3073,-24250.6758,-2777.7764,-17192.8168,-4343.9291,63.8466,-24206.6178,-2707.4018,-16880.2581,-4684.0796,65.1216,-14.0959,-10.5875,70.6604,-77.476,3.3073,-1.247664925
1y0l,-14963.2302,-30264.3687,-4108.8893,104.7132,-14917.2112,-30257.5346,-4128.3578,105.3585,-62.9513,14.224,-21.76,2.5928,-34006.6509,283.096,-30264.3687,-4130.0914,104.7132,-33982.1951,318.9175,-30257.5346,-4148.9366,105.3585,-7.8322,-3.2552,14.224,-21.3938,2.5928,-1.318334746
1y1z,-11356.6997,-19974.2986,-3330.9359,70.6603,-11474.916,-19793.1003,-3457.5974,70.8329,-83.6235,-0.5989,-257.3895,1.4391,-23576.5457,-377.1405,-19974.2986,-3295.7669,70.6603,-23496.6371,-345.1671,-19793.1003,-3429.2026,70.8329,-251.0372,-0.5197,-0.5989,-251.3576,1.4391,-0.674957758
1y20,-11639.6957,-20651.0459,-3314.0282,71.231,-11610.2915,-20325.8161,-3373.8262,71.3633,-4.3933,-196.5906,-45.2944,1.3316,-24273.4414,-402.3417,-20651.0459,-3291.2847,71.231,-23981.8237,-374.7648,-20325.8161,-3352.6061,71.3633,-238.3744,-0.1084,-196.5906,-43.0071,1.3316,-1.002883982
1y3n,-19844.8862,-36499.55,-4672.6616,102.2949,-19839.2132,-36159.5276,-4658.8491,103.2764,-47.4842,-176.6586,-222.4912,2.5223,-46141.9238,-5138.7134,-36499.55,-4605.9553,102.2949,-45736.9616,-5096.561,-36159.5276,-4584.1494,103.2764,-402.1027,-3.6821,-176.6586,-224.2843,2.5223,-1.028278757
1y3p,-19678.4348,-36624.6813,-4520.5706,101.5659,-19815.9436,-36205.0702,-4561.4917,103.4681,25.385,-343.716,-153.2441,4.2441,-46116.8454,-5162.8448,-36624.6813,-4430.8852,101.5659,-45664.4872,-5081.6622,-36205.0702,-4481.223,103.4681,-509.4488,-11.5346,-343.716,-158.4423,4.2441,-0.943664357
1y3v,-6568.1928,-15518.7639,-2131.4339,46.4816,-6478.3237,-15718.6942,-1983.5789,47.1337,-111.9163,185.9304,-160.3725,3.818,-14738.1432,2875.0585,-15518.7639,-2140.9194,46.4816,-14725.327,2941.7602,-15718.6942,-1995.5267,47.1337,18.4018,-11.7634,185.9304,-159.5832,3.818,-1.037930439
1y3x,-6590.6824,-15460.8848,-2123.8945,45.9977,-6475.9062,-15692.9338,-1960.1979,46.5515,-133.0187,206.2474,-160.4384,3.7472,-14693.7869,2850.777,-15460.8848,-2129.6768,45.9977,-14702.8328,2914.2842,-15692.9338,-1970.7347,46.5515,40.2281,-10.5898,206.2474,-159.1767,3.7472,-0.982231848
1y6q,-15533.6789,-32347.0092,-5774.8215,86.2327,-15339.4565,-32043.8764,-6137.5237,87.0266,-211.1702,108.8239,-69.6329,2.6367,-42411.1675,-4444.7556,-32347.0092,-5705.6354,86.2327,-42390.8781,-4378.6879,-32043.8764,-6055.3405,87.0266,36.5698,-6.1894,108.8239,-68.7014,2.6367,-1.475753305
1y6r,-15603.1047,-32550.1166,-5666.9384,85.2234,-15380.3367,-32183.8241,-6017.3359,85.9631,-235.625,47.8029,-79.8411,2.5465,-42490.9726,-4434.8235,-32550.1166,-5591.2559,85.2234,-42397.7251,-4370.5664,-32183.8241,-5929.2978,85.9631,-33.9699,-4.5289,47.8029,-79.7904,2.5465,-1.38811502
1yc1,-8335.5351,-15147.271,-3043.7779,52.2369,-8235.6209,-15233.0659,-2915.6443,53.4192,-122.8052,24.6674,-94.0457,2.9663,-20056.1787,-1953.8026,-15147.271,-3007.342,52.2369,-19968.6078,-1901.839,-15233.0659,-2887.1221,53.4192,-73.2569,-5.7924,24.6674,-95.0981,2.9663,-1.091819303
1yc4,-8262.7702,-15165.0525,-2822.9805,53.0413,-8194.9333,-15221.8985,-2833.4871,53.7965,-90.2782,77.1269,-35.51,2.5393,-19901.1829,-1988.5148,-15165.0525,-2800.6569,53.0413,-19925.2174,-1944.4289,-15221.8985,-2812.6865,53.7965,38.9086,-3.6456,77.1269,-37.112,2.5393,-1.12767903
1yda,-9349.2864,-19200.9035,-2810.8456,57.5605,-9193.692,-19191.3412,-2851.7725,58.0275,-224.3643,-5.0692,-34.7645,1.9614,-24378.6359,-2470.2776,-19200.9035,-2765.0153,57.5605,-24385.9042,-2444.065,-19191.3412,-2808.5255,58.0275,-36.1435,-0.2143,-5.0692,-32.8213,1.9614,-1.12767903
1ydb,-9350.2316,-19397.2281,-2638.401,56.6787,-9167.4388,-19377.9949,-2663.259,57.0434,-224.233,-4.2495,-33.8659,1.9354,-24421.7559,-2485.438,-19397.2281,-2595.7685,56.6787,-24402.8682,-2458.6891,-19377.9949,-2623.2276,57.0434,-34.3943,-0.1812,-4.2495,-31.899,1.9354,-1.265400206
1ydd,-9559.4791,-19201.7954,-2808.8894,57.446,-9376.3893,-19195.2147,-2824.7065,58.076,-227.4573,-4.6448,-33.0614,1.9451,-24379.3063,-2474.139,-19201.7954,-2760.8179,57.446,-24363.4495,-2446.2069,-19195.2147,-2780.1039,58.076,-34.1717,-0.0653,-4.6448,-31.4067,1.9451,-1.173516288
1ydk,-16851.4831,-32428.3128,-4703.9078,95.1829,-16738.8415,-31654.9433,-4920.823,96.1638,-122.047,-425.1188,-145.4327,3.7108,-41333.8034,-4355.2814,-32428.3128,-4645.392,95.1829,-40720.3826,-4301.2175,-31654.9433,-4860.3857,96.1638,-567.7022,-5.3861,-425.1188,-140.9081,3.7108,-1.063953599
1ydr,-14192.6439,-25877.8663,-4063.5365,76.8161,-14135.3379,-25860.0822,-4082.2669,77.799,-93.5234,43.7287,-82.4872,2.5045,-33365.6165,-3554.0949,-25877.8663,-4010.4714,76.8161,-33311.9101,-3504.467,-25860.0822,-4025.1599,77.799,-36.7302,-3.4811,43.7287,-79.4823,2.5045,-1.025026716
1yds,-14265.887,-25922.2156,-4097.5611,77.2452,-14137.3912,-25840.1397,-4152.2424,78.0742,-155.8962,23.8796,-81.8422,2.3386,-33454.9674,-3556.2026,-25922.2156,-4053.7944,77.2452,-33372.467,-3507.1029,-25840.1397,-4103.2987,78.0742,-56.18,-3.422,23.8796,-78.9761,2.3386,-1.067001869
1ydt,-14306.8655,-26002.8768,-4006.6928,77.2719,-14174.2144,-25987.8406,-4050.806,78.6199,-176.6301,59.9357,-79.4639,3.2782,-33426.7407,-3545.3344,-26002.8768,-3955.8013,77.2719,-33384.9487,-3478.5643,-25987.8406,-3997.1637,78.6199,-17.2657,-2.2611,59.9357,-78.2185,3.2782,-1.194366197
1yei,-14523.9473,-30170.5509,-3925.4329,98.1226,-14281.9888,-29960.1095,-4029.4319,98.8854,-262.2781,-18.6336,-111.832,2.9408,-34528.2565,-497.2641,-30170.5509,-3958.5641,98.1226,-34379.7903,-447.423,-29960.1095,-4071.1432,98.8854,-127.6177,-2.745,-18.6336,-109.18,2.9408,-1.205733249
1yej,-14527.495,-30003.4439,-4032.3714,98.321,-14275.5223,-29935.0065,-4087.0876,98.9129,-281.9488,66.1628,-114.045,3.593,-34466.2973,-490.4673,-30003.4439,-4070.7072,98.321,-34403.2947,-435.7002,-29935.0065,-4131.5009,98.9129,-44.1532,-3.0665,66.1628,-110.8425,3.593,-1.205733249
1yfz,-26611.5501,-51432.7727,-10491.6705,135.434,-26375.941,-51348.01,-10503.5975,135.4621,-263.6069,-33.0484,-70.4236,2.6103,-68641.6784,-7002.5145,-51432.7727,-10341.8253,135.434,-68531.653,-6970.1591,-51348.01,-10348.946,135.4621,-105.5483,-4.3626,-33.0484,-70.7477,2.6103,-0.882105507
1yp9,-6499.1852,-15567.8563,-1984.7827,45.9675,-6447.2195,-15607.469,-2019.7095,46.5724,-88.9001,56.7526,-23.3001,3.5476,-14628.5237,2879.9645,-15567.8563,-1986.5994,45.9675,-14646.5782,2942.5245,-15607.469,-2028.2062,46.5724,25.1543,-8.8073,56.7526,-26.3386,3.5476,-0.978719643
1ype,-10097.2263,-15978.0042,-3544.4345,58.2272,-9987.4662,-16028.2622,-3552.9047,58.7512,-126.0915,104.4459,-66.2836,3.7105,-18577.148,831.4344,-15978.0042,-3488.8055,58.2272,-18581.5176,893.8453,-16028.2622,-3505.852,58.7512,32.1846,-10.2383,104.4459,-65.7334,3.7105,-1.255118437
1ypg,-10050.5984,-16035.9912,-3460.9653,58.863,-9982.2007,-16067.1026,-3499.8693,59.3614,-95.4663,61.1949,-22.4945,3.7481,-18562.1395,833.8166,-16035.9912,-3418.828,58.863,-18574.7226,897.2943,-16067.1026,-3464.2756,59.3614,29.1355,-10.3468,61.1949,-25.4608,3.7481,-1.247664925
1ypj,-10099.0744,-16037.4107,-3555.453,59.1816,-9972.9242,-16082.4862,-3585.1853,59.7929,-143.1583,118.4817,-65.0064,3.7131,-18673.0102,817.7567,-16037.4107,-3512.5378,59.1816,-18690.6697,881.3334,-16082.4862,-3549.3098,59.7929,47.644,-10.1137,118.4817,-64.4371,3.7131,-1.169257931
1yq7,-26612.1681,-43764.887,-11417.6979,131.2397,-26409.0687,-43936.2323,-11419.6765,132.0784,-317.1367,147.6161,-91.2601,2.0919,-61492.544,-6890.4585,-43764.887,-10968.4382,131.2397,-61764.1678,-6866.316,-43936.2323,-11093.6979,132.0784,58.2853,0.2736,147.6161,-91.6963,2.0919,-1.175211204
1yqj,-14463.4236,-24881.6284,-4550.8357,89.9614,-14493.7609,-24727.4259,-4657.8444,91.5442,9.2501,-1.6702,-71.883,3.6894,-32739.2149,-3427.4201,-24881.6284,-4520.1277,89.9614,-32612.67,-3349.4702,-24727.4259,-4627.3181,91.5442,-79.1769,-9.5436,-1.6702,-71.6525,3.6894,-1.258074108
1yqy,-22708.3674,-37661.8613,-7492.8176,122.2564,-22750.1779,-37447.3741,-7609.9177,123.1845,-75.086,-181.0679,-36.951,2.8071,-50051.6072,-5115.0842,-37661.8613,-7396.9181,122.2564,-49896.8915,-5062.476,-37447.3741,-7510.2259,123.1845,-220.4156,-5.8608,-181.0679,-36.2941,2.8071,-1.218465822
1yvm,-9793.0815,-18056.6138,-3742.6599,56.7649,-9789.8218,-17809.6452,-3957.4964,57.4281,-19.7674,2.3261,-53.6128,1.9837,-24015.4663,-2547.1925,-18056.6138,-3468.4249,56.7649,-24114.6147,-2521.3339,-17809.6452,-3841.0637,57.4281,-50.3684,-1.5697,2.3261,-53.1086,1.9837,-1.113778794
1z1h,-7040.8194,-13559.6602,-1998.6917,48.6798,-7026.88,-13335.3758,-2108.6852,50.5474,-115.9871,-185.5028,-36.8808,4.1773,-17280.4746,-1787.467,-13559.6602,-1982.0272,48.6798,-17070.0497,-1697.1337,-13335.3758,-2088.0877,50.5474,-235.3049,-15.7914,-185.5028,-38.1879,4.1773,-1.276939024
1z4o,-8155.2726,-15752.2063,-3200.8543,50.6865,-7984.5247,-15674.1979,-3264.5991,51.2164,-232.4372,-18.3272,-60.145,1.9893,-20922.1493,-2086.4598,-15752.2063,-3134.1697,50.6865,-20883.5998,-2053.0065,-15674.1979,-3207.6118,51.2164,-81.9104,-0.7431,-18.3272,-64.8294,1.9893,-0.905107196
1z6e,-11084.8299,-19491.2153,-3671.7914,66.2053,-11076.36,-19450.5559,-3632.1865,67.1508,-37.678,-32.5057,-82.0166,4.1045,-25626.002,-2580.9595,-19491.2153,-3620.0325,66.2053,-25470.6079,-2502.3258,-19450.5559,-3584.8771,67.1508,-118.2491,-8.8311,-32.5057,-81.0168,4.1045,-1.364511371
1z6s,-5270.9459,-8666.2106,-1762.6004,35.0981,-4869.4888,-8612.6869,-1758.1771,35.3705,-408.1969,-2.668,-64.9588,2.6677,-8198.3108,2191.1648,-8666.2106,-1758.3631,35.0981,-8107.9169,2220.8786,-8612.6869,-1751.479,35.3705,-71.5873,-4.3961,-2.668,-67.1909,2.6677,-0.880724609
1z71,-9750.7786,-15708.588,-3503.6914,58.1821,-9709.7879,-15650.1954,-3520.3555,58.6265,-66.3026,-39.2944,-31.8949,3.7045,-18339.0681,768.8137,-15708.588,-3457.476,58.1821,-18237.1171,832.409,-15650.1954,-3477.9572,58.6265,-77.6878,-6.981,-39.2944,-35.1169,3.7045,-1.330216323
1z95,-9328.4561,-16466.8292,-2389.1123,55.6442,-9253.8337,-16376.2725,-2414.3996,56.6402,-97.3726,-62.2714,-29.8713,3.1271,-21255.4692,-2478.1228,-16466.8292,-2366.1615,55.6442,-21126.4044,-2413.1835,-16376.2725,-2393.5885,56.6402,-90.6777,-2.5393,-62.2714,-28.9941,3.1271,-1.177744635
1z9g,-11660.7513,-20674.2427,-4610.0693,62.4733,-11586.6466,-21100.2875,-4356.8454,63.2603,-193.5189,137.7035,-87.4318,2.348,-28118.3425,-3060.8631,-20674.2427,-4445.71,62.4733,-28281.6493,-3022.9873,-21100.2875,-4221.6348,63.2603,49.0758,-4.4142,137.7035,-86.5614,2.348,-1.037930439
1zc9,-17162.8052,-28645.8382,-4075.1317,93.1391,-16909.288,-28586.9539,-4095.1058,93.7683,-303.9754,12.3815,-104.6021,2.2231,-36637.2906,-4034.0919,-28645.8382,-4050.4996,93.1391,-36562.2206,-3994.0981,-28586.9539,-4074.9368,93.7683,-92.5335,-4.3115,12.3815,-102.8266,2.2231,-0.701628816
1zdp,-11490.8076,-20720.2634,-4715.9895,62.7506,-11536.2544,-20909.4927,-4467.8075,63.5135,-81.3457,-100.5053,-88.3867,2.384,-28269.8599,-3056.7115,-20720.2634,-4555.6356,62.7506,-28197.4606,-3018.2544,-20909.4927,-4333.2269,63.5135,-188.4832,-3.5203,-100.5053,-86.8415,2.384,-1.048475526
1zea,-14095.7301,-30076.7163,-3808.3322,97.7549,-13801.1484,-29214.1273,-3586.4411,96.2167,-370.5749,-868.8124,-296.5119,6.3892,-34373.7483,-580.4056,-30076.7163,-3814.3813,97.7549,-33221.6601,-496.6351,-29214.1273,-3607.1144,96.2167,-1189.9028,-36.2259,-868.8124,-291.2537,6.3892,-0.991498441
1zgi,-9707.9313,-15751.5529,-3505.7535,58.6852,-9694.4844,-15685.7992,-3470.9879,59.1826,-47.8557,-73.5739,-65.3343,3.4826,-18392.7703,763.2126,-15751.5529,-3463.1152,58.6852,-18229.4573,828.837,-15685.7992,-3431.6778,59.1826,-144.2255,-9.8793,-73.5739,-64.2548,3.4826,-1.005135392
1zhy,-15867.8281,-31671.1943,-6448.5355,103.5279,-15862.3619,-31662.7158,-6468.6787,105.2186,-19.0111,-0.8273,-6.2429,3.4994,-42196.6505,-4255.6948,-31671.1943,-6373.2894,103.5279,-42147.037,-4191.6359,-31662.7158,-6397.9039,105.2186,-10.4081,-4.7913,-0.8273,-8.2889,3.4994,-1.124924626
1zoe,-27993.1759,-45628.2315,-9882.3061,148.0728,-27965.8846,-45645.1467,-9876.8182,149.1038,-46.8418,0.7148,-12.0588,2.1899,-61852.3833,-6623.5454,-45628.2315,-9748.6792,148.0728,-61818.1786,-6579.0014,-45645.1467,-9743.1343,149.1038,-11.8534,-2.5492,0.7148,-12.209,2.1899,-1.200888
1zog,-27822.9329,-45924.4264,-9609.6278,139.9792,-27816.5001,-45910.7396,-9618.529,140.8312,-23.333,-15.4717,-9.163,2.0969,-61941.7939,-6677.1429,-45924.4264,-9480.2037,139.9792,-61893.7216,-6636.2838,-45910.7396,-9487.5293,140.8312,-24.709,-2.1979,-15.4717,-9.1363,2.0969,-1.180267414
1zoh,-28026.5521,-45909.6335,-9886.2051,149.5584,-28020.5541,-45897.3146,-9891.7184,150.3087,-19.2568,-12.998,-10.0323,2.2157,-62153.4973,-6651.5995,-45909.6335,-9741.8227,149.5584,-62099.5954,-6606.6211,-45897.3146,-9745.9683,150.3087,-23.9424,-3.2803,-12.998,-9.8798,2.2157,-1.167546089
1zp8,-7065.2343,-13833.9132,-2245.0345,49.606,-7010.97,-13699.9564,-2349.9422,51.508,-166.8108,-102.2682,-46.008,4.7787,-17793.738,-1781.6387,-13833.9132,-2227.792,49.606,-17683.4062,-1704.6159,-13699.9564,-2330.3419,51.508,-158.3584,-13.1058,-102.2682,-47.763,4.7787,-1.302802084
1zpa,-7119.7696,-13883.4182,-2170.9488,49.0767,-7010.3984,-13759.8998,-2280.0817,50.752,-210.1971,-74.5803,-47.4847,5.1781,-17789.8155,-1810.2615,-13883.4182,-2145.2124,49.0767,-17681.3141,-1720.8338,-13759.8998,-2251.3326,50.752,-134.1896,-16.2865,-74.5803,-48.501,5.1781,-1.276939024
1zs0,-6141.888,-10144.7163,-3086.5682,39.1176,-6019.1058,-9791.5084,-3142.9893,39.9034,-185.0583,-312.1491,-50.8883,3.1886,-14670.5019,-1536.8432,-10144.7163,-3028.0599,39.1176,-14334.1942,-1483.7383,-9791.5084,-3098.851,39.9034,-361.5044,-2.9396,-312.1491,-49.6043,3.1886,-1.089871249
1zsf,-7164.5492,-14018.7576,-1996.129,47.3784,-7059.1335,-13573.9801,-2102.206,49.3601,-208.1748,-318.1692,-130.5181,5.2459,-17757.8916,-1806.8824,-14018.7576,-1979.6301,47.3784,-17307.1727,-1696.1534,-13573.9801,-2086.3993,49.3601,-463.7478,-19.8443,-318.1692,-130.9803,5.2459,-1.376731753
1zvx,-6122.1306,-10066.4588,-3131.2141,38.6086,-6021.4775,-9726.0117,-3174.5301,39.4458,-182.7097,-335.424,-47.7948,3.194,-14618.7384,-1521.0182,-10066.4588,-3069.8701,38.6086,-14279.9345,-1467.0132,-9726.0117,-3126.3554,39.4458,-381.5212,-2.6743,-335.424,-46.6168,3.194,-1.332825023
2a14,-9587.1664,-18839.7981,-2930.9634,52.7662,-9373.206,-18531.3652,-2975.0261,53.8271,-215.9387,-186.5423,-83.9661,3.099,-24192.7832,-2544.8945,-18839.7981,-2860.8568,52.7662,-23879.5383,-2466.6278,-18531.3652,-2935.3724,53.8271,-272.8194,-6.4549,-186.5423,-82.9212,3.099,-1.044279705
2a4m,-29392.7102,-43737.1945,-6054.7283,137.6244,-29411.0318,-43546.7164,-6035.3829,138.2926,-22.852,-196.5682,-57.1725,2.0754,-55742.7826,-6182.9261,-43737.1945,-5960.2865,137.6244,-55505.8559,-6148.368,-43546.7164,-5949.0641,138.2926,-253.2909,-2.8125,-196.5682,-55.9857,2.0754,-0.905107196
2a5b,-21745.7331,-31625.1441,-7077.7786,111.4859,-21481.8867,-31806.123,-7089.1238,112.304,-303.3106,191.8708,-42.2024,2.3737,-39936.0926,-1348.9366,-31625.1441,-7073.4978,111.4859,-40092.8445,-1311.4697,-31806.123,-7087.5558,112.304,147.7744,-2.2317,191.8708,-44.2383,2.3737,-0.821183656
2a5c,-21060.566,-32439.9314,-6592.3344,110.4166,-20786.8498,-32537.109,-6603.7397,111.1975,-296.025,114.2964,-31.0118,2.2087,-40200.7794,-1298.9895,-32439.9314,-6572.2751,110.4166,-40273.6958,-1261.103,-32537.109,-6586.6813,111.1975,81.5141,-3.4415,114.2964,-31.5494,2.2087,-0.918236823
2a5s,-11236.0982,-19603.1372,-3102.7061,71.202,-11168.5215,-19292.6635,-3169.2768,71.5799,-64.8656,-182.6736,-60.5269,1.6308,-22865.2429,-253.8111,-19603.1372,-3079.4967,71.202,-22588.7191,-220.4112,-19292.6635,-3147.2242,71.5799,-243.2119,-1.4757,-182.6736,-60.6934,1.6308,-1.141264516
2a8g,-20235.0754,-33362.8435,-5597.0741,106.539,-20086.3105,-33479.9188,-5612.741,107.2674,-189.4323,125.4115,-36.3743,2.3092,-40132.3066,-1313.5276,-33362.8435,-5562.4745,106.539,-40232.8098,-1278.1351,-33479.9188,-5582.0233,107.2674,87.2883,-3.0998,125.4115,-37.3326,2.3092,-0.783375875
2aac,-13682.6492,-22417.4707,-3297.8013,74.9437,-13683.7264,-22275.6271,-3321.4251,75.3842,-9.9443,-101.8833,-29.4259,1.6273,-28934.2504,-3311.1462,-22417.4707,-3280.5772,74.9437,-28789.8725,-3286.4472,-22275.6271,-3303.1823,75.3842,-135.4867,-0.8747,-101.8833,-34.356,1.6273,-0.478504318
2afw,-12266.5911,-21850.9973,-3670.6221,67.1522,-12288.0462,-21465.9614,-4138.25,67.5701,-64.3906,65.4122,-70.9734,1.8895,-28689.5187,-3304.2881,-21850.9973,-3601.3856,67.1522,-28731.2425,-3277.5973,-21465.9614,-4055.2539,67.5701,-3.5195,-0.949,65.4122,-69.8723,1.8895,-0.937407783
2afx,-12021.8958,-21448.3091,-3898.0911,66.9317,-12289.065,-21476.8687,-4138.9983,67.4188,-8.4963,2.8716,-11.4344,1.8771,-28492.2819,-3305.3377,-21448.3091,-3805.5668,66.9317,-28741.8797,-3278.3809,-21476.8687,-4054.0489,67.4188,-8.2565,-1.6379,2.8716,-11.3672,1.8771,-0.983398029
2aj8,-55575.9185,-102860.2992,-15603.2539,270.9804,-55405.4868,-102510.5156,-15955.8452,271.6826,-195.4888,53.0363,-79.053,3.065,-126453.4326,-8337.5146,-102860.2992,-15526.5991,270.9804,-126397.1555,-8279.1807,-102510.5156,-15879.1418,271.6826,-29.4759,-6.6571,53.0363,-78.9202,3.065,-1.094729575
