dataset group name,Dataset Name,Host,Guest,Ex _G_(kcal/mol),Ex _G_SEM,EX _H_(kcal/mol),EX _H_SEM,pb_guest_Etot,pb_guest_VDWAALS,pb_guest_EELEC,pb_guest_EPB,pb_guest_ECAVITY,pb_host_Etot,pb_host_VDWAALS,pb_host_EELEC,pb_host_EPB,pb_host_ECAVITY,pb_complex_Etot,pb_complex_VDWAALS,pb_complex_EELEC,pb_complex_EPB,pb_complex_ECAVITY,gb_Complex_Etot,gb_Complex_1-4EEL,gb_Complex_EELEC,gb_Complex_EGB,gb_Complex_ESURF,gb_guest_Etot,gb_guest_1-4EEL,gb_guest_EELEC,gb_guest_EGB,gb_guest_ESURF,gb_host_Etot,gb_host_1-4EEL,gb_host_EELEC,gb_host_EGB,gb_host_ESURF,gb_delta_H,pb_delta_H,EX _delta_H_(kcal/mol)
pdbbind,refined,1oe8,guest-ligand,-1.025026716,NA,NA,NA,-573.2,-3.698,-424.3,-147.9,2.7777,-39420.5,-3872.731,-30825.69,-4824,101.73,-40037.165,-3913.131,-31520.87,-4704,101.13,-15949.36,20260,-31520.87,-4790,101.13,-118.9,455.5,-424.3,-152.8,2.7777,-15829.4,19804.5,-30825.7,-4909.92,101.7,-37.762,-43.465,
pdbbind,refined,1ogd,guest-ligand,-0.665137572,NA,NA,NA,-122.9,-0.318,-90.78,-33.26,1.4756,-129056.1,-12833.94,-92311.11,-24138,227.29,-129182.47,-12852.7,-92446.8,-24110,226.91,-42152.9,74474,-92446.8,-24407,226.91,-0.807,116.54,-90.78,-28.05,1.4756,-42164,74357.3,-92311.1,-24437.5,227.3,-6.535,-3.47,
pdbbind,refined,1ogx,guest-ligand,-1.083988849,NA,NA,NA,-29.35,-2.625,-11.3,-17.83,2.3952,-21839.51,-2281.608,-16581.3,-3037,60.896,-21872.44,-2318.3631,-16600.23,-3014,60.195,-10387.81,9205.7,-16600.23,-3053,60.195,-34,-8.575,-11.3,-16.52,2.3952,-10381,9214.25,-16581.3,-3074.89,60.9,-6.9401,-3.58,
pdbbind,refined,1ogz,guest-ligand,-1.059864997,NA,NA,NA,-29,-2.442,-11.11,-17.85,2.4024,-22187.11,-2138.119,-17055.29,-3054,60.593,-22195.499,-2169.7483,-17067.92,-3018,59.837,-9796.52,10257,-17067.92,-3046,59.837,-33.99,-8.697,-11.11,-16.59,2.4024,-9809.18,10266,-17055.3,-3080.47,60.59,17.4627,20.611,
pdbbind,refined,1ohr,guest-ligand,-1.297993815,NA,NA,NA,-160.6,-16.32,-76.62,-71.93,4.2612,-17503.33,-1771.644,-13878.06,-1902,48.83,-17675.898,-1870.6488,-14034.63,-1818,46.914,-7077.941,8741,-14034.63,-1831,46.914,-44.14,97.853,-76.62,-69.64,4.2612,-7107.08,8643.15,-13878.1,-1921,48.83,-9.4058,-11.968,
pdbbind,refined,1oif,guest-ligand,-1.226288618,NA,NA,NA,-77.57,-1.593,2.7876,-80.38,1.6202,-41784.07,-4721.26,-32769.5,-4376,82.208,-41907.302,-4751.9208,-33077.15,-4160,81.84,-17380.82,19826,-33077.15,-4211,81.84,0.9018,75.469,2.7876,-78.97,1.6202,-17370.5,19750.2,-32769.5,-4433.46,82.21,-40.2896,-45.662,
pdbbind,refined,1okl,guest-ligand,-1.078048206,NA,NA,NA,11.863,-0.499,33.826,-23.77,2.3038,-24280.01,-2471.941,-19342.41,-2523,57.472,-24250.685,-2504.7087,-19320.78,-2482,56.788,-9262.358,12522,-19320.78,-2521,56.788,-166.4,-179,33.826,-23.54,2.3038,-9145.86,12701.4,-19342.4,-2562.28,57.47,17.6333,17.462,
pdbbind,refined,1ols,guest-ligand,-1.056780157,NA,NA,NA,408.42,-5.788,481.26,-70.25,3.192,-128639.7,-15442.03,-100098.1,-13316,216.55,-127971.05,-15507.174,-99666.54,-13013,215.44,-54973.21,58055,-99666.54,-13577,215.44,-709.8,-1126,481.26,-68.43,3.192,-54436.2,59180.7,-100098,-13735.3,216.5,113.434,260.23,
pdbbind,refined,1olu,guest-ligand,-0.890324814,NA,NA,NA,402.64,-6.402,475.21,-69.38,3.2133,-124635.3,-14938.67,-96818.8,-13093,215.48,-123963.21,-15001.577,-96375.68,-12800,214.14,-53443.17,56094,-96375.68,-13376,214.14,-712.2,-1121,475.21,-69.15,3.2133,-52862.7,57215.9,-96818.8,-13475.2,215.5,75.225,269.45,
pdbbind,refined,1olx,guest-ligand,-0.879340525,NA,NA,NA,404.27,-5.766,476.99,-70.17,3.2172,-129503.8,-15511.88,-100353.1,-13856,216.96,-128832.06,-15578.71,-99925.99,-13543,215.94,-55449.8,58406,-99925.99,-14145,215.94,-710.2,-1121,476.99,-69.29,3.2172,-54930.5,59526.8,-100353,-14321.2,217,129.836,267.47,
pdbbind,refined,1om1,guest-ligand,-1.147500652,NA,NA,NA,-73.66,-2.161,6.7617,-80.69,2.4301,-30873.21,-3314.883,-22891.66,-4743,76.028,-30975.121,-3361.7696,-23006.2,-4682,75.132,-14043.27,13641,-23006.2,-4753,75.132,-130.5,-56.89,6.7617,-82.82,2.4301,-13930.5,13697.6,-22891.7,-4812.55,76.03,-26.9956,-28.251,
pdbbind,refined,1ony,guest-ligand,-1.147500652,NA,NA,NA,-308.1,-14.11,-68.22,-230.2,4.4483,-26430.79,-2725.913,-19658.44,-4112,65.989,-26807.022,-2793.0692,-20126.06,-3953,65.24,-12084.44,11986,-20126.06,-4010,65.24,-255.6,42.545,-68.22,-234.4,4.4483,-11833.1,11943.4,-19658.4,-4184.06,65.99,-48.7862,-68.132,
pdbbind,refined,1onz,guest-ligand,-0.977544324,NA,NA,NA,19.589,-5.721,51.112,-28.5,2.7006,-26400.63,-2713.8,-19640.29,-4112,65.953,-26365.493,-2753.6355,-19625.44,-4052,65.206,-11749.51,11933,-19625.44,-4122,65.206,9.6719,-15.11,51.112,-29.03,2.7006,-11809.6,11947.9,-19640.3,-4183.17,65.95,16.3036,15.548,
pdbbind,refined,1ork,guest-ligand,-1.305532464,NA,NA,NA,-94.05,-4.516,77.453,-170.8,3.8017,-34572.92,-3709.797,-25470.05,-5489,96.184,-34652.812,-3784.5381,-25854.71,-5108,94.287,-18125.44,12780,-25854.71,-5145,94.287,-121,-30.08,77.453,-172.1,3.8017,-18088.3,12810.2,-25470.1,-5524.64,96.18,13.6349,14.158,
pdbbind,refined,1os0,guest-ligand,-1.078048206,NA,NA,NA,-619.5,-10.92,-490.9,-121.7,4.0971,-28042.05,-3068.7,-21000.61,-4036,63.05,-28514.3,-3136.7391,-21552.94,-3887,62.19,-11208.95,14265,-21552.94,-3983,62.19,-126.1,486.28,-490.9,-125.6,4.0971,-11268.5,13779,-21000.6,-4109.93,63.05,128.5309,147.25,
pdbbind,refined,1os5,guest-ligand,-1.154549191,NA,NA,NA,55.211,-2.848,85.145,-31.14,4.0519,-48836.69,-5469.323,-36137.97,-7346,116.22,-48810.345,-5523.1062,-36075.99,-7327,115.66,-21951.36,21378,-36075.99,-7369,115.66,-166.9,-225.8,85.145,-30.22,4.0519,-21805.1,21604,-36138,-7387.39,116.2,-30.2952,-28.866,
pdbbind,refined,1oss,guest-ligand,-0.939918247,NA,NA,NA,1.1345,-0.338,56.457,-56.55,1.5683,-15843.28,526.2892,-14659.16,-1757,46.211,-15863.352,501.5314,-14682.33,-1728,45.824,-7452.687,8905.2,-14682.33,-1721,45.824,-71.24,-72.35,56.457,-56.91,1.5683,-7386.32,8977.58,-14659.2,-1750.96,46.21,-19.5468,-21.2065,
pdbbind,refined,1oth,guest-ligand,-1.167546089,NA,NA,NA,4.175,-2.702,99.129,-94.59,2.339,-89208.15,-9985.886,-70535.38,-8860,172.75,-89208.182,-10032.029,-70625.72,-8723,172.3,-35495.81,43938,-70625.72,-8981,172.3,-369.8,-372.7,99.129,-98.59,2.339,-35190.3,44311.2,-70535.4,-9138.81,172.7,20.849,-4.207,
pdbbind,refined,1owe,guest-ligand,-1.094729575,NA,NA,NA,-13.87,-1.96,53.61,-68.34,2.8188,-19834.01,-680.2845,-16853.01,-2358,57.697,-19872.891,-718.5574,-16902.99,-2308,57.143,-9160.808,10002,-16902.99,-2317,57.143,-106.7,-94.87,53.61,-68.28,2.8188,-9066.41,10096.9,-16853,-2368.02,57.7,-24.0109,-25.011,
pdbbind,refined,1owh,guest-ligand,-1.200888,NA,NA,NA,-54.08,-2.752,100.73,-155.1,3.0842,-19074.85,97.9202,-16885.67,-2345,57.878,-19163.143,54.5855,-16950.16,-2325,57.268,-9230.266,9994.5,-16950.16,-2332,57.268,-156.2,-103.1,100.73,-156.9,3.0842,-9081.38,10097.6,-16885.7,-2351.21,57.88,-33.2687,-34.213,
pdbbind,refined,1oxr,guest-ligand,-0.988040218,NA,NA,NA,-20.04,0.0924,59.526,-81.45,1.7915,-5378.304,4608.6944,-8352.818,-1668,34.054,-5335.9734,4585.4062,-8141.466,-1813,33.238,-4823.154,5112.8,-8141.466,-1828,33.238,-95.55,-73.37,59.526,-83.5,1.7915,-4804.05,5186.17,-8352.82,-1671.46,34.05,53.0654,62.3706,
pdbbind,refined,1oyq,guest-ligand,-1.164107685,NA,NA,NA,-18.14,-7.12,63.389,-78.8,4.3898,-14768.8,2936.1683,-15664.71,-2086,46.032,-14828.569,2875.2405,-15610.39,-2139,46.065,-6671.958,11027,-15610.39,-2135,46.065,-95.75,-84.3,63.389,-79.23,4.3898,-6589.97,11111.7,-15664.7,-2083.04,46.03,-40.0458,-41.629,
pdbbind,refined,1oyt,guest-ligand,-1.187772724,NA,NA,NA,74.282,-8.805,149.52,-69.82,3.3917,-18527.31,820.7922,-15990.73,-3417,59.668,-18481.551,762.9149,-15902.72,-3401,59.134,-10083.99,9205.1,-15902.72,-3446,59.134,-172.6,-254.9,149.52,-70.55,3.3917,-9929.22,9460.05,-15990.7,-3458.21,59.67,-31.2423,-28.523,
pdbbind,refined,1oz0,guest-ligand,-1.224732197,NA,NA,NA,-357,-12.04,-221.5,-129.2,5.6913,-105038.5,-11441.07,-83458.05,-10354,214.72,-105375.75,-11523.899,-83812.8,-10252,212.85,-44794.69,49174,-83812.8,-10368,212.85,-410.4,-64.31,-221.5,-130.3,5.6913,-44480.8,49237.9,-83458,-10475.4,214.7,25.721,19.75,
pdbbind,refined,1p19,guest-ligand,-0.848053817,NA,NA,NA,-101.3,-4.809,-28.92,-70.09,2.5408,-32103.78,-3625.007,-24548.36,-4015,84.599,-32193.643,-3662.2218,-24662.07,-3953,84.124,-17178,11389,-24662.07,-3989,84.124,-259,-160.8,-28.92,-71.83,2.5408,-16964.8,11549.9,-24548.4,-4050.91,84.6,13.3942,11.437,
pdbbind,refined,1p1n,guest-ligand,-1.150153567,NA,NA,NA,-187.4,-3.4,-134.7,-51.35,2.0496,-47665.7,-3264.696,-37604.84,-6912,115.58,-47882.314,-3311.3791,-37851.04,-6835,114.87,-18765.97,25882,-37851.04,-6912,114.87,-45.13,138.72,-134.7,-51.24,2.0496,-18728.1,25743,-37604.8,-6981.77,115.6,-36.0231,-29.214,
pdbbind,refined,1p1o,guest-ligand,-1.050562485,NA,NA,NA,-240,-2.576,-182.8,-56.46,1.7578,-48062,-3390.426,-38011.33,-6777,116.4,-48349.338,-3433.7979,-38327.96,-6704,116.02,-18973.05,26013,-38327.96,-6774,116.02,-108.5,132.65,-182.8,-60.12,1.7578,-18858.2,25880.7,-38011.3,-6844.05,116.4,-47.1459,-47.338,
pdbbind,refined,1p1q,guest-ligand,-0.952315382,NA,NA,NA,-271.1,-3.818,-212.3,-56.81,1.8341,-48385,-4118.487,-37645.33,-6734,112.8,-48689.57,-4161.5146,-37988.8,-6652,112.31,-18720.72,25889,-37988.8,-6734,112.31,-55.35,215.9,-212.3,-60.75,1.8341,-18672.2,25673.6,-37645.3,-6813.28,112.8,-32.3796,-33.47,
pdbbind,refined,1p57,guest-ligand,-0.888962725,NA,NA,NA,22.868,-0.473,184.99,-164.1,2.4276,-22260.7,3561.3253,-23009.32,-2891,78.531,-22252.952,3527.5112,-23007.42,-2851,78.171,-12580.33,13202,-23007.42,-2853,78.171,-156.3,-179.1,184.99,-164.6,2.4276,-12439.7,13381.4,-23009.3,-2890.34,78.53,-17.6711,-15.12,
pdbbind,refined,1pa9,guest-ligand,-0.915633782,NA,NA,NA,-67.71,-0.786,6.7996,-75.61,1.8914,-23495.54,-2673.342,-18294.46,-2589,61.177,-23577.23,-2694.5659,-18507.45,-2436,60.838,-13067.38,7832.3,-18507.45,-2453,60.838,-184.3,-120.8,6.7996,-72.17,1.8914,-12898.5,7953.18,-18294.5,-2618.44,61.18,-5.0179,-13.98,
pdbbind,refined,1pb8,guest-ligand,-0.983398029,NA,NA,NA,-246,-0.309,-191.6,-55.45,1.3085,-23345.11,-309.6677,-19697.7,-3409,70.863,-23649.967,-336.4533,-20042.07,-3342,70.744,-11566.9,11777,-20042.07,-3373,70.744,-14.36,232.64,-191.6,-56.74,1.3085,-11523.4,11544.7,-19697.7,-3441.29,70.86,-55.6166,-58.857,
pdbbind,refined,1pb9,guest-ligand,-0.771884416,NA,NA,NA,-164.1,-0.125,-87.15,-78.1,1.3158,-23404.45,-316.7675,-19745.33,-3413,70.535,-23572.818,-345.0805,-19864.61,-3434,70.42,-11321.98,11942,-19864.61,-3470,70.42,-6.824,160.35,-87.15,-81.35,1.3158,-11335.5,11781.7,-19745.3,-3442.41,70.53,-7.844,-4.268,
pdbbind,refined,1pbq,guest-ligand,-1.101465813,NA,NA,NA,-106.8,0.756,-76.21,-33.37,1.9839,-45075.3,-399.1333,-38211.72,-6606,141.14,-45217.67,-429.5382,-38360.49,-6568,140.39,-21746.11,23099,-38360.49,-6625,140.39,-52.19,56.88,-76.21,-34.85,1.9839,-21691.5,23041.9,-38211.7,-6662.86,141.1,-33.5809,-35.57,
pdbbind,refined,1pfu,guest-ligand,-0.600379128,NA,NA,NA,-474.2,-1.535,-347.3,-127.2,1.8259,-50613.95,-5531.826,-39052.27,-6144,113.93,-51111.379,-5567.9508,-39314.14,-6343,113.58,-21511.58,24112,-39314.14,-6423,113.58,-154.1,324.48,-347.3,-133.1,1.8259,-21370.2,23787.9,-39052.3,-6219.79,113.9,-21.8698,-23.229,
pdbbind,refined,1pgp,guest-ligand,-1.044279705,NA,NA,NA,-207.5,1.9362,-96.28,-115.2,2.088,-87743.49,-9529.172,-70001.98,-8379,166.62,-87911.253,-9553.9049,-70278.31,-8245,165.9,-33504.88,45023,-70278.31,-8415,165.9,-234.2,-24.44,-96.28,-115.5,2.088,-33349.5,45047,-70002,-8561.15,166.6,52.1509,39.737,
pdbbind,refined,1phw,guest-ligand,-0.716353481,NA,NA,NA,-72.39,1.3089,-27.96,-47.51,1.7726,-99993.56,-10289.24,-79319.15,-10573,187.82,-100019.31,-10300.861,-79348.73,-10557,187.26,-37022.95,53069,-79348.73,-10931,187.26,-209.3,-138.7,-27.96,-44.39,1.7726,-36866.6,53208.2,-79319.1,-10943.5,187.8,40.0201,46.64,
pdbbind,refined,1pkx,guest-ligand,-1.160649462,NA,NA,NA,-71.31,-4.902,9.4353,-78.5,2.6621,-106099.8,-11689.38,-83908.41,-10718,216.21,-106195.22,-11747.912,-84017.26,-10646,215.58,-44370.42,50226,-84017.26,-10795,215.58,-341.3,-277.2,9.4353,-76.14,2.6621,-44047.8,50503.1,-83908.4,-10858.8,216.2,-34.95,-24.11,
pdbbind,refined,1pme,guest-ligand,-1.344425814,NA,NA,NA,-46.68,-5.365,-17.53,-27.08,3.2893,-30149.84,-3319.458,-23093.83,-3817,80.32,-30224.035,-3372.8195,-23137.46,-3793,79.532,-13458.27,13419,-23137.46,-3820,79.532,-77.12,-35.55,-17.53,-27.33,3.2893,-13401.9,13454.7,-23093.8,-3843.15,80.32,-27.2465,-27.515,
pdbbind,refined,1pot,guest-ligand,-1.021756953,NA,NA,NA,-104.6,-2.438,259.27,-363.6,2.1626,-30838.69,-3112.812,-23634.34,-4158,66.524,-31168.379,-3177.6628,-24438.28,-3619,66.136,-11468.88,16564,-24438.28,-3661,66.136,-62.76,46.651,259.27,-370.8,2.1626,-11405.7,16517.6,-23634.3,-4355.43,66.52,-62.8328,-225.089,
pdbbind,refined,1ppc,guest-ligand,-1.090846067,NA,NA,NA,-329.6,-13.13,-230.2,-90.11,3.8508,-14817.69,2908.2345,-15685.35,-2087,46.049,-15186.766,2841.6428,-15942.32,-2132,45.706,-6777.918,11248,-15942.32,-2129,45.706,-182.2,134.29,-230.2,-90.09,3.8508,-6608.96,11113.7,-15685.4,-2083.32,46.05,-40.2197,-39.476,
pdbbind,refined,1pph,guest-ligand,-1.067001869,NA,NA,NA,-195.1,-11.04,-107.6,-79.77,3.314,-14812.81,2911.6536,-15712.4,-2058,46.212,-15049.525,2852.1108,-15855.64,-2092,45.881,-6772.363,11133,-15855.64,-2096,45.881,-178.7,5.7871,-107.6,-80.24,3.314,-6598.45,11127.2,-15712.4,-2059.47,46.21,-43.7158,-41.615,
pdbbind,refined,1ppi,guest-ligand,-0.966861549,NA,NA,NA,-604.2,-20.51,-412.2,-176.4,4.9566,-39939.41,-977.0343,-35420.81,-3630,88.129,-40600.097,-1080.4188,-36156.65,-3450,86.764,-19257.11,20346,-36156.65,-3533,86.764,56.385,623.1,-412.2,-159.5,4.9566,-19333.1,19723.1,-35420.8,-3723.46,88.13,-63.2695,-56.487,
pdbbind,refined,1ppk,guest-ligand,-1.22160719,NA,NA,NA,-224.3,-14.4,-166.1,-48.04,4.2497,-27795.72,-2127.653,-19689.66,-6042,63.415,-27951.463,-2207.077,-19929.15,-5877,61.68,-9927.569,15885,-19929.15,-5945,61.68,-233.1,-24.53,-166.1,-46.72,4.2497,-9782.78,15909.6,-19689.7,-6066.11,63.41,23.287,68.557,
pdbbind,refined,1ppl,guest-ligand,-1.28755877,NA,NA,NA,-512.9,-17.82,-449.5,-50.2,4.6338,-27806.01,-2129.727,-20023.96,-5716,63.276,-28210.755,-2225.9708,-20543.52,-5503,61.236,-9713.217,16348,-20543.52,-5579,61.236,-97.21,395.97,-449.5,-48.34,4.6338,-9737.76,15952.4,-20024,-5729.43,63.28,43.3292,108.155,
pdbbind,refined,1ppm,guest-ligand,-1.054714751,NA,NA,NA,-539.5,-14.52,-472.6,-57.19,4.7595,-27778.99,-2113.338,-19675.72,-6054,63.642,-28272.48,-2200.1827,-20223.16,-5911,61.791,-9820.086,16303,-20223.16,-5962,61.791,-122.1,400.94,-472.6,-55.17,4.7595,-9788.35,15902.2,-19675.7,-6078.52,63.64,18.0393,46.01,
pdbbind,refined,1pr5,guest-ligand,-0.819654992,NA,NA,NA,-14.87,-3.031,28.56,-42.65,2.2503,-126769.6,-13659.74,-96423.57,-16908,222.09,-126802.26,-13698.284,-96465.68,-16860,221.25,-49765.88,63634,-96465.68,-17156,221.25,-201.4,-191.7,28.56,-40.48,2.2503,-49574.1,63826.1,-96423.6,-17198.6,222.1,-25.893,-17.79,
pdbbind,refined,1ps3,guest-ligand,-0.494505266,NA,NA,NA,-206,-2.769,-158.3,-46.81,1.9065,-86504.38,-6686.358,-71219.67,-8772,173.2,-86531.909,-6719.8968,-71427.92,-8557,172.86,-39461.95,40496,-71427.92,-8703,172.86,33.845,233.37,-158.3,-43.12,1.9065,-39680,40263,-71219.7,-8896.59,173.2,153.4352,178.471,
pdbbind,refined,1pvn,guest-ligand,-1.370652673,NA,NA,NA,-78.41,-3.326,40.398,-118.1,2.6031,-131688.3,-14677.71,-105582.2,-11669,240.68,-131789.5,-14723.827,-105739.6,-11566,239.82,-52139.91,65144,-105739.6,-11784,239.82,-308.9,-234.8,40.398,-117.2,2.6031,-51878.7,65379,-105582,-11916.2,240.7,4.899,-22.79,
pdbbind,refined,1pxn,guest-ligand,-1.180267414,NA,NA,NA,106.62,-0.841,132.68,-27.94,2.7324,-26046.5,-2740.508,-20027.15,-3351,72.148,-25949.384,-2788.5912,-19915.19,-3317,70.948,-11277.34,11912,-19915.19,-3345,70.948,-330.9,-438.9,132.68,-27.42,2.7324,-10981.4,12350.4,-20027.1,-3376.83,72.15,-12.2822,-9.504,
pdbbind,refined,1pxo,guest-ligand,-1.297993815,NA,NA,NA,118.48,-0.401,138.09,-21.9,2.6857,-26185.91,-2772.873,-20080.95,-3405,73.28,-26060.759,-2814.5766,-19953.42,-3365,72.199,-11361.76,11911,-19953.42,-3392,72.199,-338.1,-456.4,138.09,-22.47,2.6857,-11072.3,12367.4,-20080.9,-3432.02,73.28,7.3374,6.671,
pdbbind,refined,1pxp,guest-ligand,-1.137671691,NA,NA,NA,118.97,-0.211,136.94,-20.79,3.0288,-26067.12,-2762.825,-19935.56,-3441,72.257,-25960.156,-2814.6402,-19807.66,-3409,71,-11216.57,11953,-19807.66,-3433,71,-289.5,-409.2,136.94,-20.3,3.0288,-10964.8,12362.3,-19935.6,-3463.81,72.26,-13.8742,-12.006,
pdbbind,refined,1pyn,guest-ligand,-1.021756953,NA,NA,NA,87.918,-10.09,144.18,-50.97,4.7982,-26335.27,-2669.923,-19623.94,-4107,65.673,-26232.337,-2738.3216,-19557.09,-4002,65.256,-11959.45,11612,-19557.09,-4080,65.256,-241.7,-338.7,144.18,-52.04,4.7982,-11795.5,11951.1,-19623.9,-4188.29,65.67,19.4414,15.015,
pdbbind,refined,1pz5,guest-ligand,-1.011839372,NA,NA,NA,-1043,-42.26,-803.6,-202.8,5.9617,-37149.18,-3768.411,-29790.32,-3688,97.623,-38193.075,-3877.5448,-30636.45,-3777,97.445,-14972.91,19316,-30636.45,-3750,97.445,-206.1,796.47,-803.6,-204.9,5.9617,-14827,18519.8,-29790.3,-3654.11,97.62,-6.6838,-0.895,
pdbbind,refined,1pzi,guest-ligand,-0.863901077,NA,NA,NA,-153.5,-3.065,-111.8,-41.16,2.5444,-45063.5,-1145.816,-38138.36,-5882,102.84,-45241.638,-1173.4348,-38299.4,-5872,102.89,-21054.56,23066,-38299.4,-5924,102.89,3.6339,148.23,-111.8,-35.32,2.5444,-21055.7,22917.4,-38138.4,-5937.59,102.8,-27.0477,-24.638,
pdbbind,refined,1pzo,guest-ligand,-0.71997887,NA,NA,NA,-56.03,-3.514,-37.63,-17.71,2.8183,-22604.18,-1778.574,-18128.82,-2755,58.253,-22682.171,-1817.6428,-18175.15,-2747,57.65,-11049.6,9850.5,-18175.15,-2783,57.65,-44.14,7.8698,-37.63,-17.19,2.8183,-11018.5,9842.58,-18128.8,-2790.52,58.25,-22.5148,-21.961,
pdbbind,refined,1pzp,guest-ligand,-0.718168914,NA,NA,NA,59.379,-2.481,84.054,-25.1,2.9096,-22516.48,-1793.141,-18255.3,-2526,57.647,-22477.948,-1832.3868,-18170.5,-2532,57.118,-11145.89,9526.4,-18170.5,-2559,57.118,-90.06,-152.2,84.054,-24.82,2.9096,-11071.1,9678.57,-18255.3,-2552.06,57.65,-21.4948,-20.847,
pdbbind,refined,1q1g,guest-ligand,-1.28896064,NA,NA,NA,-122.7,-4.675,-36.29,-84.25,2.5086,-134920.2,-14502.77,-107945.2,-12713,240.4,-135042.08,-14559.18,-108177.7,-12545,239.47,-52211.51,68514,-108177.7,-12787,239.47,-139.5,-21.72,-36.29,-84.04,2.5086,-52123,68535.3,-107945,-12953.5,240.4,-0.745,0.82,
pdbbind,refined,1q54,guest-ligand,-1.059864997,NA,NA,NA,460.28,1.1979,513.86,-56.98,2.2043,-30964.6,-3447.199,-23506.27,-4088,76.484,-30401.21,-3475.0552,-23027.5,-3974,75.628,-14920.48,12066,-23027.5,-4035,75.628,-606,-1067,513.86,-54.79,2.2043,-14448,13133.4,-23506.3,-4151.61,76.48,104.4659,103.11,
pdbbind,refined,1q5k,guest-ligand,-1.202507434,NA,NA,NA,44.498,-2.187,67.553,-23.62,2.7494,-59670.82,-6666.14,-44476.8,-8687,158.87,-59657.486,-6708.9755,-44429.4,-8677,158.12,-27865.41,25142,-44429.4,-8736,158.12,-170.2,-216.5,67.553,-23.99,2.7494,-27704,25358.5,-44476.8,-8744.58,158.9,-31.8585,-31.164,
pdbbind,refined,1q65,guest-ligand,-1.018469274,NA,NA,NA,38.843,-4.542,203.25,-162.7,2.788,-31838.33,-3670.045,-24462.3,-3780,74.41,-31832.259,-3717.4809,-24371.92,-3816,73.572,-15333.88,12813,-24371.92,-3848,73.572,-121.4,-162.9,203.25,-164.5,2.788,-15224.3,12975.7,-24462.3,-3812.14,74.41,-31.0739,-32.772,
pdbbind,refined,1q72,guest-ligand,-1.154549191,NA,NA,NA,94.253,-5.627,151.7,-54.59,2.7661,-33143.52,-492.3456,-28853.66,-3895,97.433,-33060.61,-539.1278,-28706.1,-3912,96.761,-14307.72,18175,-28706.1,-3873,96.761,-62.69,-161.2,151.7,-55.97,2.7661,-14277.2,18336.1,-28853.7,-3857.07,97.43,-8.9852,-11.343,
pdbbind,refined,1q7a,guest-ligand,-1.183614703,NA,NA,NA,6.4111,-5.542,32.743,-23.76,2.966,-5836.503,4570.5609,-8662.282,-1784,38.859,-5822.25,4531.077,-8636.796,-1754,37.55,-4409.974,5975.7,-8636.796,-1786,37.55,-67.21,-80.72,32.743,-22.2,2.966,-4370.07,6056.45,-8662.28,-1803.1,38.86,-6.6359,7.8419,
pdbbind,refined,1q84,guest-ligand,-1.441458257,NA,NA,NA,41.192,-10.23,119.15,-73.05,5.3162,-84937.4,-6106.375,-69287.36,-9733,189.54,-84941.326,-6214.1762,-69521.87,-9393,187.45,-41171.1,37615,-69521.87,-9452,187.45,-179.4,-233.6,119.15,-70.21,5.3162,-41048.2,37848.7,-69287.4,-9798.99,189.5,-41.0712,-45.118,
pdbbind,refined,1q8t,guest-ligand,-0.936148601,NA,NA,NA,48.285,-2.581,125.63,-77.35,2.5892,-33890.04,-3504.005,-26186.95,-4283,84.33,-33851.824,-3548.5839,-26132.3,-4254,83.152,-14706.58,15652,-26132.3,-4310,83.152,-130.6,-179.4,125.63,-79.44,2.5892,-14611.6,15831.6,-26187,-4340.61,84.33,-6.3779,-10.069,
pdbbind,refined,1q8u,guest-ligand,-1.071042289,NA,NA,NA,-20.69,-0.96,54.365,-76.74,2.6432,-34237.04,-3554.126,-26060.4,-4709,86.223,-34272.213,-3604.0801,-26039.55,-4714,85.118,-14680.86,16037,-26039.55,-4763,85.118,-121.7,-99.53,54.365,-79.15,2.6432,-14594.9,16136.1,-26060.4,-4756.82,86.22,-13.2541,-14.483,
pdbbind,refined,1q8w,guest-ligand,-0.993792899,NA,NA,NA,-14.61,-2.445,65.666,-80.31,2.4785,-33271.1,-3429.117,-25314.65,-4612,85.054,-33307.414,-3476.2107,-25322.73,-4593,84.141,-14372.63,15524,-25322.73,-4658,84.141,-128.7,-113.3,65.666,-83.56,2.4785,-14267.7,15636.9,-25314.7,-4675,85.05,-20.8787,-21.704,
pdbbind,refined,1q91,guest-ligand,-0.853865001,NA,NA,NA,-67.21,-2.274,-5.971,-62.05,3.0886,-17391.62,-1848.361,-12993.05,-2602,51.703,-17475.076,-1895.3403,-13033.82,-2596,50.267,-8309.491,7319.5,-13033.82,-2645,50.267,-199.3,-135.8,-5.971,-60.59,3.0886,-8124.64,7455.28,-12993,-2638.58,51.7,-30.2563,-16.246,
pdbbind,refined,1qan,guest-ligand,-0.899773828,NA,NA,NA,-273,-6.504,-186.8,-82.76,3.0894,-22705.57,-2286.048,-15867.96,-4615,63.492,-23003.518,-2357.6463,-16163.84,-4544,62.419,-10009.2,10669,-16163.84,-4576,62.419,-215.8,52.361,-186.8,-84.43,3.0894,-9828.84,10616.3,-15868,-4640.71,63.49,-29.6543,-24.948,
